URL,Status,Title,Size_KB,Size_Bytes
https://www.google.com,200,"Google",53.38,54661
https://www.wikipedia.org,403,"N/A",0.12,126
https://www.cppreference.com,200,"cppreference.com",49.31,50496


--- Capstone Data Analysis ---
Successful Scrapes: 2
Total Data: 102.692 KB
Mean Page Size: 51.3462 KB
